ID;Year_of_Birth;Highest_Qualification;Marital_Status;Income;Kids_home;Teen_home;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complains;No._WebPurchases;No._CatalogPurchases;No._StorePurchases;Revenue
10151;1960;Graduation;Divorced;62204;0;2;0;0;0;0;0;0;4;5;12;946
7381;1968;Graduation;Divorced;75693;0;0;0;1;1;1;0;0;11;4;6;1442
4099;1972;Graduation;Married;30675;1;0;0;0;0;0;0;0;1;0;3;62
9560;1965;Graduation;Together;83003;0;0;0;0;1;0;0;0;7;6;8;1674
1150;1899;PhD;Together;83532;0;0;0;0;1;0;0;0;4;6;4;1853
10172;1988;Graduation;Single;68655;0;0;0;0;0;0;0;0;4;5;11;1538
11191;1986;Graduation;Divorced;41411;0;0;0;0;0;0;0;0;2;1;4;139
9707;1969;PhD;Married;55212;0;1;0;1;0;0;1;0;4;2;11;1182
6245;1950;PhD;Together;59292;0;1;0;0;0;0;0;0;3;5;8;507
8234;1973;Basic;Together;27190;1;0;1;0;0;0;0;0;1;0;2;18
1411;1952;Graduation;Divorced;82623;0;0;0;0;0;0;0;0;2;9;4;940
8553;1965;Graduation;Married;44300;1;1;0;0;0;0;0;0;1;0;3;42
1826;1970;Graduation;Divorced;84835;0;0;0;0;0;0;0;0;4;4;6;1190
8842;1971;Graduation;Widow;30372;1;1;0;0;0;0;0;0;2;0;3;44
11030;1976;Master;Married;33181;1;0;1;0;0;0;0;0;1;0;2;16
2579;1957;Graduation;Married;71113;0;1;0;0;0;0;0;0;6;7;9;835
175;1986;Graduation;Married;71952;1;0;1;0;1;0;0;0;8;4;8;1443
9185;1966;PhD;Single;69759;0;0;0;0;0;0;0;0;4;6;5;1029
11056;1974;Graduation;Married;72099;0;0;0;0;0;0;0;0;3;4;10;1188
9365;1976;PhD;Single;60000;0;1;0;0;0;0;0;0;11;3;5;1277
6201;1978;Graduation;Single;38643;1;1;0;0;0;0;0;1;2;0;3;49
2061;1955;Graduation;Married;50737;0;1;0;1;0;0;0;0;2;0;4;99
6184;1969;PhD;Married;68462;0;0;0;0;0;0;0;0;3;3;8;1670
6142;1943;Master;Married;65073;0;0;0;0;0;0;0;1;5;3;5;900
4107;1948;PhD;Together;46681;0;2;0;0;0;0;0;0;4;6;4;425
7274;1957;Graduation;Married;78618;0;0;0;1;0;0;0;0;4;7;10;2153
9336;1969;PhD;Widow;62187;0;1;0;0;0;0;0;0;6;2;10;636
2958;1978;Graduation;Married;28442;2;0;0;0;0;0;0;0;2;1;4;57
933;1978;PhD;Married;37717;1;0;0;0;0;0;0;0;1;0;2;25
5837;1967;Graduation;Married;51479;1;1;0;0;0;0;0;0;6;3;6;494
10704;1969;Graduation;Single;54803;0;1;0;0;0;0;0;0;6;2;9;693
5125;1960;Graduation;Married;79530;0;0;0;0;0;0;0;0;4;10;11;1348
4432;1976;Graduation;Divorced;31615;1;0;0;0;0;0;0;0;2;0;3;51
5955;1962;Graduation;Together;72025;0;0;0;0;0;0;0;0;4;3;8;1932
2928;1975;PhD;Single;52614;0;1;0;0;0;0;0;0;2;4;8;990
5680;1984;2n Cycle;Married;35684;1;0;0;0;0;0;0;0;1;0;3;30
10313;1975;Graduation;Married;48178;1;1;0;0;0;0;0;0;5;1;4;254
2557;1970;Master;Single;29548;1;0;1;0;0;0;0;0;1;1;2;29
1245;1966;Graduation;Single;63810;0;1;0;1;0;0;0;0;4;3;12;1371
1519;1972;PhD;Single;38578;1;1;0;0;0;0;0;0;3;0;3;73
10703;1975;Master;Single;46098;1;1;0;0;0;0;0;0;3;2;2;120
1726;1970;Graduation;Single;22585;0;0;1;0;0;0;0;0;1;1;2;81
4459;1989;Graduation;Single;30279;1;0;0;0;0;0;0;0;1;0;3;37
1729;1961;PhD;Together;66426;0;1;0;0;0;0;0;0;3;5;10;1377
1517;1969;Graduation;Single;30822;1;0;0;0;0;0;0;0;1;0;3;51
2098;1969;PhD;Married;33581;2;0;0;0;0;0;0;0;1;0;2;17
9543;1985;Graduation;Married;19986;1;0;0;0;0;0;0;0;0;0;3;22
6878;1954;Graduation;Widow;27421;0;0;0;0;0;0;0;0;4;1;6;324
3310;1973;2n Cycle;Married;35688;2;1;0;0;0;0;0;0;4;1;4;211
2724;1981;Master;Single;36143;1;0;0;0;0;0;0;0;0;1;2;19
948;1971;Graduation;Single;10245;1;0;0;0;0;0;0;0;1;2;2;41
6720;1968;Master;Together;43795;0;1;0;1;0;0;0;0;7;3;4;492
6202;1960;Graduation;Together;63381;0;1;0;0;0;0;0;0;4;5;13;1005
2066;1949;Graduation;Together;38823;0;1;0;0;0;0;0;0;2;1;3;114
9799;1968;PhD;Divorced;83664;1;1;0;0;0;0;0;0;2;2;12;1173
8318;1979;Graduation;Together;90300;0;0;0;0;1;0;0;0;5;6;8;1738
5642;1979;Master;Together;62499;1;0;0;0;0;0;0;0;3;1;6;222
2669;1993;Graduation;Single;74293;0;0;0;0;0;0;0;0;5;4;6;1127
455;1946;PhD;Married;51012;0;0;0;0;0;0;0;0;4;1;4;209
7683;1968;Master;Married;70777;0;1;0;0;0;0;0;0;5;3;12;787
3428;1991;PhD;Together;68682;0;0;0;0;0;0;0;0;4;9;10;1598
7414;1971;Graduation;Married;43824;1;1;0;0;0;0;0;0;3;1;4;186
6354;1984;Graduation;Together;15345;1;0;0;0;0;0;0;0;1;1;2;47
798;1987;Graduation;Single;23442;1;0;0;0;0;0;0;0;1;0;3;27
8213;1980;2n Cycle;Together;14515;1;0;0;0;0;0;0;0;2;2;3;96
2488;1956;2n Cycle;Divorced;31395;1;1;0;0;0;0;0;0;2;1;3;64
9999;1965;Graduation;Together;75276;0;0;0;0;0;0;0;0;9;4;9;1040
7617;1974;Graduation;Single;42373;1;1;0;0;0;0;0;0;2;1;5;163
615;1960;Graduation;Together;30507;0;0;0;0;0;0;0;0;5;1;4;343
2552;1955;PhD;Single;55521;1;2;0;1;0;0;0;0;6;3;6;446
194;1965;Graduation;Married;48006;1;1;0;0;0;0;0;0;1;0;3;41
3645;1972;PhD;Single;27213;1;0;0;0;0;0;0;0;2;0;4;70
8890;1971;PhD;Divorced;65808;1;1;0;0;0;0;0;0;5;1;5;272
5049;1974;PhD;Together;30351;1;0;0;0;0;0;0;0;3;0;2;46
9973;1963;Graduation;Married;50437;0;2;0;0;0;0;0;0;7;1;8;490
7301;1982;2n Cycle;Single;23616;1;0;0;0;0;0;0;0;3;0;3;79
10882;1976;Graduation;Married;53858;0;1;0;0;0;0;0;0;4;3;6;915
7030;1955;PhD;Married;66465;0;1;0;0;0;1;0;0;11;9;12;1485
7422;1987;Graduation;Single;46923;1;0;0;0;0;0;0;0;5;1;7;369
3523;1962;Graduation;Together;75072;0;1;0;0;0;0;0;0;5;4;8;1073
7106;1943;PhD;Married;75865;0;0;0;0;0;0;0;0;3;5;10;1242
6504;1975;2n Cycle;Together;19789;1;0;1;0;0;0;0;0;2;1;3;78
5067;1994;Graduation;Together;80134;0;0;0;1;1;1;1;0;2;7;11;1378
4216;1981;Graduation;Single;91065;0;0;0;0;1;1;0;0;7;9;9;1474
8581;1971;Master;Married;49505;1;1;0;0;0;0;0;0;10;2;8;751
5929;1973;PhD;Married;37401;1;0;0;0;0;0;0;0;2;0;3;48
3129;1983;Graduation;Married;30096;1;0;0;0;0;0;0;0;2;0;3;45
6528;1982;Master;Together;18492;1;0;0;0;0;0;0;0;1;0;2;10
1361;1974;Master;Married;82584;0;0;0;1;1;0;0;0;3;4;8;1435
6932;1941;PhD;Married;93027;0;0;0;0;1;0;0;0;7;10;5;2119
7284;1953;Graduation;Married;48686;1;2;0;0;0;0;0;0;1;0;2;20
1340;1986;Graduation;Married;92910;0;0;0;1;1;1;0;0;6;7;13;1795
8746;1989;Graduation;Married;75433;1;0;0;1;0;1;0;0;2;5;10;1188
5987;1989;2n Cycle;Together;10404;1;0;0;0;0;0;0;0;1;0;4;43
3767;1968;Graduation;Married;61314;0;1;0;0;0;0;0;0;5;5;12;1008
3725;1961;PhD;Single;84865;0;0;0;1;1;1;1;0;2;4;9;1688
4324;1989;Graduation;Married;42387;1;0;0;0;0;0;0;0;8;1;7;684
238;1967;2n Cycle;Together;67309;1;1;0;0;0;0;0;0;9;6;9;1082
6694;1964;Graduation;Married;75236;0;1;0;0;0;0;0;0;8;3;13;1068
498;1970;Graduation;Single;30015;1;0;0;0;0;0;0;0;1;0;4;57
9347;1956;Master;Together;50943;0;1;0;0;0;0;0;0;1;0;3;46
9699;1966;Graduation;Divorced;67272;0;1;0;0;0;0;0;0;6;2;12;733
10664;1949;Master;Widow;51529;0;1;0;0;0;0;0;0;9;1;5;467
5455;1971;PhD;Married;32011;1;0;0;0;0;0;0;0;2;1;4;122
456;1986;2n Cycle;Married;7500;1;0;0;0;0;0;0;0;2;0;3;36
5012;1989;Graduation;Married;28691;1;0;0;0;0;0;0;0;1;0;3;34
7495;1948;PhD;Married;56223;0;1;0;0;0;0;0;0;2;1;5;156
5029;1946;Graduation;Married;18100;0;0;0;0;0;0;0;0;0;0;3;14
10642;1989;Graduation;Single;30279;1;0;0;0;0;0;0;0;1;0;3;37
2106;1974;2n Cycle;Married;20130;0;0;0;0;0;0;0;0;1;0;3;34
10364;1959;Graduation;Divorced;23295;0;0;0;0;0;0;0;0;1;0;2;20
5954;1972;Master;Divorced;42618;1;0;0;0;0;0;0;0;5;0;4;192
1137;1964;Graduation;Single;81246;0;0;1;0;0;1;0;0;4;5;7;1379
2541;1976;Graduation;Married;24027;1;0;0;0;0;0;0;0;2;0;3;48
1142;1953;PhD;Married;55707;0;1;0;0;0;0;0;0;3;2;9;428
2276;1955;Graduation;Single;57959;0;1;0;0;0;0;0;0;4;7;11;868
2807;1969;Graduation;Married;56796;0;1;0;0;0;0;0;0;8;9;7;1001
6471;1971;Master;Single;36230;1;0;0;0;0;0;0;0;2;0;4;59
6131;1980;2n Cycle;Married;70829;1;1;0;0;0;0;0;0;4;2;8;431
6233;1976;Graduation;Married;65991;0;1;0;0;0;0;0;0;9;5;10;971
4148;1972;Graduation;Married;38988;1;2;0;0;0;0;0;0;5;1;6;348
4947;1966;2n Cycle;Single;89572;0;0;0;1;0;1;0;0;7;7;9;2059
3225;1984;Master;Married;42207;1;0;1;0;0;0;0;0;4;1;5;265
7540;1952;Graduation;Married;50300;0;1;0;0;0;0;0;0;2;1;8;270
10648;1982;2n Cycle;Together;66664;0;0;0;0;0;0;0;0;5;7;6;1289
1992;1964;Graduation;Married;60597;0;1;0;0;0;1;0;0;2;2;8;893
7851;1949;Graduation;Widow;70165;0;0;0;0;0;0;0;0;3;7;11;926
8594;1958;PhD;Widow;50520;0;1;0;0;0;0;0;0;3;1;3;135
7059;1963;Graduation;Married;80124;0;0;1;0;0;0;0;0;3;7;8;1495
2815;1975;Graduation;Married;33183;1;0;0;0;0;0;0;0;4;0;3;120
2416;1969;PhD;Single;66582;0;0;0;0;0;0;0;0;2;8;9;1288
7999;1955;PhD;Together;75261;0;0;0;1;1;0;0;0;5;6;5;1743
9213;1970;Graduation;Widow;31880;1;0;0;0;0;0;0;0;1;0;2;15
9697;1951;Graduation;Married;53790;0;2;0;0;0;0;0;0;7;2;8;542
3916;1971;PhD;Together;49269;1;0;0;0;0;0;0;0;7;3;12;890
2021;1975;Graduation;Married;61456;0;1;0;0;0;0;0;0;6;10;13;1388
1581;1980;Graduation;Married;37406;1;0;0;0;0;0;0;0;1;0;2;17
564;1981;PhD;Together;56937;1;0;0;1;0;0;0;0;8;6;9;906
6619;1978;Graduation;Married;38415;1;1;0;0;0;0;0;0;1;0;3;44
9081;1988;Graduation;Single;20518;1;0;0;0;0;0;0;0;1;1;2;25
178;1956;Graduation;Married;62503;0;1;0;0;0;0;0;0;8;3;11;973
916;1972;PhD;Single;41644;1;1;0;0;0;0;0;0;1;0;3;31
5512;1977;Master;Married;55842;0;1;0;0;0;0;0;0;7;1;8;518
8970;1972;PhD;Married;62010;0;1;0;0;0;0;0;0;6;2;7;530
10581;1977;Graduation;Married;41124;1;0;0;0;0;0;0;0;7;3;4;506
5300;1973;Master;Married;38961;1;0;0;0;0;0;0;0;2;1;2;70
5154;1972;Master;Divorced;37760;1;0;0;0;0;0;0;0;2;0;3;54
8346;1974;Graduation;Single;32233;1;0;1;0;0;0;0;0;6;2;2;296
1676;1975;Graduation;Married;43057;0;1;0;0;0;0;0;0;4;2;5;266
9286;1960;Master;Together;83151;0;0;0;0;0;0;0;0;5;9;4;747
2426;1964;PhD;Divorced;78825;0;0;0;0;0;0;0;0;5;10;13;895
5172;1976;Master;Together;65104;0;1;0;0;0;0;0;0;3;5;7;1053
5562;1974;Graduation;Married;60093;0;1;0;0;0;0;0;0;7;2;10;735
3436;1969;Graduation;Married;14045;1;0;0;0;0;0;0;0;1;0;3;20
3921;1952;2n Cycle;Widow;28457;0;0;0;0;0;0;0;0;4;1;4;205
3403;1958;PhD;Together;78952;0;1;0;0;0;0;0;0;2;5;12;2092
22;1976;Graduation;Divorced;46310;1;0;0;0;0;0;0;0;6;1;5;309
10965;1955;Graduation;Together;76005;0;0;0;0;0;1;0;0;3;5;13;1722
9426;1964;Master;Single;58308;0;1;0;0;0;0;0;0;2;6;3;900
6605;1944;PhD;Divorced;55614;0;0;0;1;0;0;0;0;9;4;6;682
3136;1962;Master;Divorced;59432;0;1;0;0;0;0;0;0;5;3;11;663
8737;1978;Graduation;Divorced;55563;0;1;0;0;0;0;0;0;2;0;3;43
11088;1971;PhD;Together;78642;0;1;0;0;0;0;0;0;4;9;4;1816
716;1949;PhD;Together;67911;0;1;0;0;0;0;0;0;6;7;11;976
466;1944;Graduation;Married;65275;0;0;0;0;0;0;0;0;4;3;13;746
9135;1950;Graduation;Together;27203;1;1;0;0;0;0;0;0;1;1;2;64
10623;1961;Master;Together;48330;0;1;0;0;0;0;0;0;1;0;3;32
8151;1990;Basic;Married;24279;0;0;0;0;0;0;0;0;4;1;3;263
5140;1985;PhD;Married;64355;1;0;0;0;0;0;0;0;4;3;12;1445
10160;1956;Master;Together;50943;0;1;0;0;0;0;0;0;1;0;3;46
4945;1953;Graduation;Widow;53653;0;0;0;0;0;0;0;0;10;4;12;1210
10584;1976;Graduation;Married;65665;0;1;0;0;0;0;0;0;5;10;8;945
6071;1989;Graduation;Single;81217;0;0;0;0;0;0;0;0;3;7;11;1157
3386;1992;Graduation;Married;34935;0;0;0;0;0;0;0;0;2;1;4;137
8939;1959;Graduation;Divorced;61250;0;1;0;0;0;0;0;0;5;2;12;730
9925;1981;PhD;Together;39665;1;0;1;0;0;0;0;0;4;2;3;216
4320;1979;Graduation;Single;60152;0;1;0;0;0;0;0;0;6;4;12;943
5389;1964;Graduation;Married;48920;0;2;0;1;0;0;0;0;6;2;5;347
6036;1959;Master;Together;89120;0;0;0;0;1;0;0;0;5;6;7;1924
182;1946;PhD;Together;44124;0;1;0;0;0;0;0;0;6;2;5;397
203;1975;Master;Single;81169;0;0;0;0;0;0;0;0;5;7;9;2089
11025;1961;Graduation;Married;36443;1;1;0;0;0;0;0;0;3;1;3;138
10203;1990;Graduation;Single;26095;1;0;0;0;0;0;0;0;1;0;3;42
4607;1959;Graduation;Together;71367;0;0;0;0;0;0;0;0;4;5;7;777
3711;1944;Master;Married;80184;0;0;0;0;1;1;0;0;6;3;10;1902
3696;1965;Graduation;Divorced;30630;1;1;0;0;0;0;0;0;2;0;3;52
2532;1987;Master;Single;73454;0;0;1;0;0;0;0;0;2;4;6;1651
9214;1991;Graduation;Married;42691;0;0;0;0;0;0;0;0;5;1;6;358
4943;1953;Graduation;Married;70503;0;0;0;1;1;0;0;0;2;4;9;1727
35;1987;Graduation;Married;25545;1;0;0;0;0;0;0;0;2;2;3;210
2258;1986;Graduation;Married;32880;1;0;0;0;0;0;0;0;1;0;3;42
4322;1958;PhD;Together;77863;0;0;0;0;0;0;0;0;4;5;10;1291
713;1977;Master;Married;50353;0;0;0;0;0;0;0;0;4;4;6;442
4702;1964;Graduation;Single;61839;0;0;0;0;0;0;0;0;4;8;4;1895
3281;1960;PhD;Married;49154;1;1;0;0;0;0;0;0;4;1;8;411
702;1975;2n Cycle;Widow;47682;0;1;0;0;0;0;0;0;4;3;8;521
2004;1969;Graduation;Single;72679;0;1;0;0;0;0;0;0;4;7;5;1168
4769;1977;Master;Together;57954;1;1;0;1;0;0;0;0;8;2;6;493
4437;1962;Graduation;Married;65316;1;1;0;0;0;0;0;0;3;2;5;260
8724;1982;Graduation;Single;28567;1;0;0;0;0;0;0;0;2;0;3;46
10741;1951;Master;Together;47352;0;1;0;0;0;0;0;0;6;1;5;319
1991;1967;Graduation;Together;44931;0;1;0;0;0;0;0;0;2;1;3;96
6931;1967;Graduation;Divorced;76982;0;0;0;0;1;0;0;0;8;3;4;1062
11096;1952;2n Cycle;Together;57247;0;1;0;0;0;0;0;0;2;1;7;232
304;1981;Master;Single;22944;1;0;0;0;0;0;0;0;3;0;3;76
3665;1977;2n Cycle;Together;25315;1;0;0;0;0;0;0;0;3;0;3;54
10591;1969;Graduation;Widow;43638;0;1;0;0;0;0;0;0;4;1;4;201
5036;1984;PhD;Single;42710;1;0;0;0;0;0;0;0;4;5;3;406
5547;1982;PhD;Married;84169;0;0;0;1;1;0;0;0;7;6;6;1919
7822;1976;Graduation;Together;54058;0;1;0;0;0;0;0;0;4;6;8;662
8541;1990;2n Cycle;Married;24683;1;0;0;0;0;0;0;0;2;0;4;41
10955;1964;Graduation;Widow;85620;0;0;0;0;0;0;0;0;3;6;4;1600
4368;1980;Graduation;Married;47850;1;0;0;0;0;0;0;0;3;0;4;134
9671;1968;Graduation;Married;19514;1;1;1;0;0;0;0;0;3;1;2;69
2256;1973;Master;Married;27159;1;1;0;0;0;0;0;0;1;0;3;21
4279;1963;2n Cycle;Single;39548;1;1;0;0;0;0;0;0;1;1;3;54
5371;1989;Graduation;Single;21474;1;0;1;0;0;0;0;0;3;1;2;91
9240;1971;PhD;Single;60504;0;1;0;0;0;0;0;0;6;2;8;526
9460;1963;Graduation;Married;22419;0;0;0;0;0;0;0;0;3;2;2;162
9504;1949;Master;Married;81698;0;0;0;0;0;0;0;0;3;8;13;1008
8692;1952;Graduation;Together;43462;1;1;0;0;0;0;0;0;4;1;5;240
448;1978;PhD;Single;54880;1;0;0;0;0;0;0;0;6;2;11;795
8314;1982;Graduation;Married;79908;0;0;0;0;1;0;0;0;5;6;7;1772
8420;1970;2n Cycle;Married;15315;0;0;0;0;0;0;0;0;2;0;4;64
3174;1959;Graduation;Together;87771;0;1;0;1;1;1;1;0;5;10;4;1957
7685;1978;Graduation;Married;33039;1;0;0;0;0;0;0;0;2;0;4;78
3179;1980;Graduation;Single;81741;0;0;0;0;0;0;0;0;6;6;7;1572
9780;1971;Master;Together;71499;0;1;0;0;0;0;0;0;8;3;13;795
10681;1970;2n Cycle;Married;62466;0;1;0;0;0;0;0;0;6;3;12;889
10232;1963;PhD;Divorced;48799;0;1;0;0;0;0;0;0;3;2;7;331
4184;1950;PhD;Together;52157;0;1;0;0;0;0;0;0;3;2;5;265
9120;1962;Graduation;Single;66565;0;1;0;0;0;0;0;0;4;2;9;1065
891;1951;Master;Together;29298;1;1;0;0;0;0;0;0;1;0;2;11
10381;1979;Graduation;Single;47691;0;1;0;0;0;0;0;0;1;0;2;21
3525;1970;Graduation;Together;38200;1;1;0;0;0;0;0;0;1;0;2;17
6818;1974;Graduation;Married;44989;0;1;0;0;0;0;0;0;5;1;5;369
3526;1968;PhD;Married;38443;1;1;0;0;0;0;0;0;1;0;3;38
8181;1978;2n Cycle;Single;38593;1;0;0;0;0;0;0;0;4;1;3;177
1029;1970;PhD;Together;64413;0;1;0;0;0;0;0;0;5;1;5;279
7369;1981;Master;Married;36959;1;0;0;0;0;0;0;0;2;0;3;62
2574;1977;PhD;Married;61996;0;1;0;1;0;1;1;0;6;4;8;1230
8159;1968;Graduation;Married;51287;1;1;0;0;0;0;0;0;4;1;3;182
1160;1970;Graduation;Married;13260;1;1;0;0;0;0;0;0;3;0;3;49
10242;1966;PhD;Together;47472;1;1;0;0;0;0;0;0;2;0;4;75
5253;1956;Master;Together;54603;1;1;0;0;0;0;0;0;4;2;4;227
5966;1974;PhD;Married;45207;1;1;0;1;0;0;0;0;3;1;6;215
5314;1951;Graduation;Together;40689;0;1;0;0;0;0;0;0;7;1;5;444
5081;1967;2n Cycle;Together;47821;1;1;0;0;0;0;0;0;1;0;3;47
5123;1951;Master;Married;27450;0;0;0;0;0;0;0;0;2;1;3;143
5756;1983;Graduation;Together;39453;1;0;0;0;0;0;0;0;2;0;3;55
8036;1971;2n Cycle;Together;26850;1;1;0;0;0;0;0;0;2;1;4;63
9058;1955;Graduation;Widow;79800;0;0;1;0;1;1;0;0;5;11;5;1867
5057;1961;Master;Married;61794;0;1;0;0;0;0;0;0;4;4;10;611
254;1955;Graduation;Together;53863;0;1;0;1;0;0;0;0;7;1;7;473
4179;1959;Graduation;Together;24221;0;0;0;0;0;0;0;0;1;1;3;55
3710;1984;PhD;Single;39684;1;0;0;0;0;0;0;1;2;1;2;81
7627;1975;Master;Married;92163;0;0;0;0;1;1;0;0;5;11;5;2086
4501;1965;Master;Single;69882;0;0;0;0;0;0;0;0;3;7;9;1478
6424;1977;Graduation;Together;33178;1;0;0;0;0;0;0;0;1;0;3;49
3075;1972;PhD;Married;59973;0;0;0;0;0;0;0;0;3;4;7;382
4992;1975;Master;Together;17459;1;0;0;0;0;0;0;0;3;1;2;69
5252;1969;Graduation;Divorced;23910;1;0;0;0;0;0;0;0;2;0;3;67
7444;1969;Master;Married;42169;1;1;0;0;0;0;0;0;1;0;3;30
6919;1978;2n Cycle;Married;26224;1;0;0;0;0;0;0;0;2;1;3;63
3537;1981;Graduation;Together;31089;1;0;0;0;0;0;0;0;3;0;4;79
10277;1961;Graduation;Single;30081;0;1;0;0;0;0;0;0;1;0;3;42
2453;1960;Graduation;Together;62807;0;1;0;0;0;0;0;0;5;3;12;819
7972;1955;Graduation;Single;72906;0;0;0;0;0;0;0;0;3;4;9;1151
895;1948;PhD;Married;61467;0;2;0;0;0;0;0;0;5;2;10;594
1177;1966;Master;Together;49618;1;1;0;0;0;0;0;0;3;1;3;129
7141;1986;Master;Single;21888;1;0;0;0;0;0;0;0;5;1;2;213
7232;1973;Graduation;Widow;42429;0;1;0;0;0;0;0;0;1;1;3;67
8477;1956;Graduation;Divorced;26150;2;1;0;0;0;0;0;0;1;0;3;28
2457;1975;Basic;Married;30801;0;1;0;0;0;0;0;0;1;0;3;45
988;1965;Graduation;Married;81168;0;0;0;0;0;1;0;0;6;4;7;1193
7930;1969;Master;Single;26877;0;0;0;0;0;0;0;0;3;1;6;268
4587;1944;Master;Widow;45006;0;0;0;0;0;0;0;0;3;1;7;266
6682;1973;Basic;Married;18978;1;0;0;0;0;0;0;0;1;0;3;37
6222;1967;Graduation;Married;22574;2;1;0;0;0;0;0;0;2;0;3;37
10299;1969;PhD;Single;48240;0;0;0;0;0;0;0;0;6;3;13;882
3083;1974;Graduation;Married;45837;1;1;0;0;0;0;0;0;6;2;5;373
8953;1965;Master;Single;35791;2;1;0;0;0;0;0;0;1;0;3;35
1503;1976;PhD;Together;162397;1;1;0;0;0;0;0;0;0;0;1;107
8650;1978;Graduation;Widow;54162;1;1;0;0;0;0;0;0;1;0;3;42
10862;1960;Master;Married;30522;0;1;0;0;0;0;0;0;1;2;9;326
2782;1961;PhD;Married;54456;0;1;0;0;0;0;0;0;6;1;7;404
6941;1971;Graduation;Single;31632;0;0;0;0;0;0;0;0;2;1;2;95
10972;1949;Graduation;Widow;72298;0;0;0;1;1;0;0;0;4;3;6;939
10708;1978;2n Cycle;Single;36975;1;0;0;0;0;0;0;0;1;0;3;33
6583;1955;2n Cycle;Married;72635;0;0;0;0;0;1;0;0;6;8;6;981
3641;1976;Graduation;Married;13624;1;0;0;0;0;0;0;0;2;0;3;36
10156;1975;Graduation;Single;84196;0;1;0;0;0;0;0;0;8;4;7;1237
4299;1960;Graduation;Together;70971;0;1;0;0;0;0;0;0;11;11;5;1825
3469;1977;PhD;Divorced;34487;1;1;0;0;0;0;0;0;3;0;3;103
5063;1977;Graduation;Single;28769;1;0;0;0;0;0;0;0;4;1;4;191
10727;1970;PhD;Married;69084;1;0;0;0;0;0;0;0;7;3;13;1586
9624;1958;PhD;Together;65488;0;0;0;0;0;0;0;0;3;4;6;963
5156;1970;2n Cycle;Married;62466;0;1;0;0;0;0;0;0;6;3;12;889
4376;1960;2n Cycle;Single;32218;0;0;1;0;0;0;0;0;2;1;3;93
8923;1973;Graduation;Single;83917;0;0;0;0;0;0;0;0;6;7;7;1587
8461;1962;Graduation;Divorced;46102;2;1;0;0;0;0;0;0;1;0;2;16
6945;1952;Graduation;Single;84574;0;0;0;0;0;0;0;0;9;11;11;1375
944;1962;Graduation;Married;56181;0;1;0;0;0;0;0;0;4;2;7;393
1907;1950;Master;Divorced;63120;0;1;0;0;0;0;0;0;8;4;9;1477
701;1971;Graduation;Married;73691;0;1;1;0;0;0;0;0;6;2;8;1179
3856;1960;Graduation;Together;63381;0;1;0;0;0;0;0;0;4;5;13;1005
4149;1948;PhD;Together;76140;0;0;0;0;0;0;0;0;5;9;6;1348
2131;1959;PhD;Divorced;62859;0;1;0;0;0;0;0;0;9;4;6;1307
2942;1964;Graduation;Single;45906;0;1;1;0;0;0;0;0;5;4;4;486
1173;1947;Master;Together;77632;0;0;0;1;1;0;0;0;4;2;6;2252
4381;1971;PhD;Married;46463;1;1;0;0;0;0;0;0;3;1;6;235
4611;1970;Graduation;Together;105471;0;0;0;0;1;1;0;0;9;8;13;1724
3376;1970;Master;Divorced;55282;1;0;0;0;0;0;0;0;3;1;6;235
4679;1977;Master;Married;78710;0;1;0;0;0;0;0;0;7;6;12;1092
10928;1958;Graduation;Together;66886;0;1;0;0;0;0;0;0;7;1;7;599
4248;1960;Master;Single;98777;0;0;0;1;0;0;0;0;4;6;9;2008
6728;1985;Graduation;Together;29103;1;0;0;0;0;0;0;0;1;0;3;48
6661;1974;Graduation;Married;67445;0;1;0;0;0;0;0;0;9;6;12;1174
4725;1950;PhD;Together;50616;0;1;0;0;0;0;0;0;1;1;4;67
3277;1955;Graduation;Divorced;49431;0;1;0;0;0;0;0;0;7;1;5;365
5555;1975;Graduation;Divorced;153924;0;0;0;0;0;0;0;0;0;0;0;6
2564;1953;Graduation;Together;61278;0;1;0;0;0;0;0;0;3;1;4;165
946;1958;2n Cycle;Together;26490;0;0;0;0;0;0;0;0;3;1;5;210
3867;1947;PhD;Together;73059;0;1;0;0;0;0;0;0;9;3;13;1095
6940;1966;PhD;Single;46734;1;2;1;0;0;0;0;0;3;2;3;223
55;1963;Graduation;Together;56253;0;1;0;0;0;0;0;0;7;2;9;597
7093;1985;Graduation;Married;19986;1;0;0;0;0;0;0;0;0;0;3;22
5084;1975;Graduation;Widow;58330;0;1;0;0;0;0;0;0;6;4;13;1064
1777;1980;Basic;Married;25965;0;0;0;0;0;0;0;0;2;0;3;74
8162;1956;Master;Together;14661;0;0;0;0;0;0;0;0;1;0;3;26
10826;1959;Graduation;Married;18690;0;0;0;0;0;0;0;0;1;1;2;60
8754;1974;PhD;Together;45068;0;1;0;0;0;0;0;0;1;0;2;20
1987;1987;Basic;Single;21063;1;0;0;0;0;0;0;0;2;0;3;59
11007;1968;PhD;Married;29187;1;0;0;0;0;0;0;0;1;0;3;34
7426;1971;2n Cycle;Married;54690;1;1;0;0;0;0;0;0;3;1;5;198
9153;1964;PhD;Married;59304;0;1;0;0;0;0;0;0;7;8;10;1048
10379;1962;Master;Single;59247;0;2;0;0;0;0;0;0;5;2;9;574
9204;1970;Graduation;Widow;66731;0;1;0;0;0;0;0;0;4;3;6;1029
